area_code,year,population_growth_pct,net_migration_rate,population,population_density,median_age,broadband_pct
E0600005,2012 [YR2012],0.7016135681314737,-2.691305178231403,"117,286",198.89816948185896,39.902608247359076,
E0600005,2013 [YR2013],1.0499864217374526,-0.6257315001907527,"119,339",202.37958725198396,40.61516509340364,NA
E0600005,2014 [YR2014],0.1634331346101338,-2.965694850651934,"116,415",197.42163039779928,40.15944943614897,67.53
E0600005,2015 [YR2015],0.22863608307145006,-0.3215809693521865,"116,986",198.3887448756722,39.70980372209747,70.43
E0600005,2016 [YR2016],0.4058866700900298,-1.3019666348005168,"118,503",200.96155451553278,40.34565679165931,76.37
E0600005,2017 [YR2017],0.6431874922726911,-1.273869315705399,"120,966",205.1391766233301,39.518616396946044,70.77
E0600005,2018 [YR2018],0.4370863994905235,-2.367604209762604,"119,764",203.10039723789654,40.90924919837676,81.67
E0600005,2019 [YR2019],0.8692466415890303,-5.790427387600307,"125,027",212.02492708541791,40.33134732725592,82.12
E0600005,2020 [YR2020],0.33024328117683055,-1.8941498907909624,"119,534",202.71065671890656,40.47096301368081,82.39
E0600005,2021 [YR2021],0.9492995930511636,-4.75807893933748,"128,325",217.61776120734402,41.03464430275559,90.55
E0600006,2010 [YR2010],-0.2424462753739532,-4.193239860117813,"128,530",222.5652734403325,39.41578650191143,
E0600006,2011 [YR2011],0.44966842098771204,-2.664747111856136,"129,108",223.56607919107861,38.86897306567015,
E0600006,2012 [YR2012],0.5414229109377653,-4.763934163994171,"129,926",224.98183645574346,39.80222657256714,
E0600006,2013 [YR2013],0.3426558877740852,-6.162004146060349,"129,856",224.86102105616078,39.481044962531634,73.72
E0600006,2014 [YR2014],0.48012837341789827,-1.651210773968137,"131,016",226.87055208478967,39.896935426760116,70.36
E0600006,2015 [YR2015],0.7440172878118341,-4.291079529064052,"133,383",230.96901768355602,39.72124152373398,77.38
E0600006,2016 [YR2016],0.944923653422658,-3.736329045357704,"135,992",235.48557357891244,39.93995464631431,79.66
E0600006,2017 [YR2017],0.341187033603424,-3.558669582147396,"131,631",227.93553873691522,40.05504146653072,81.65
E0600006,2018 [YR2018],0.2409493580188391,-5.094285357661127,"131,029",226.89178496527518,39.867100914597366,85.16
E0600006,2019 [YR2019],-0.06096131146112499,-4.127757493244284,"127,827",221.34713843758203,40.06838330452625,85.65
E0600006,2020 [YR2020],1.0081788601495887,-5.643239969437396,"142,092",246.04968479233216,40.593454307562126,89.36
E0600006,2021 [YR2021],0.38061871088131793,-3.814337899599767,"134,015",232.06302710610265,40.46784506972782,96.18
E0600007,2010 [YR2010],0.9024669114497736,-0.7832341811496089,"94,109",64.77209293145853,38.547783197188295,NA
E0600007,2011 [YR2011],0.9847047787009473,-4.628679429842213,"95,036",65.40990682581922,38.91926264680633,54.10
E0600007,2012 [YR2012],0.8250200014510207,-3.994026830608019,"95,668",65.84526713988562,39.28486358583772,56.91
E0600007,2013 [YR2013],0.37633844774478725,-2.3281436969107805,"95,175",65.50613536485437,38.82823381821089,61.24
E0600007,2014 [YR2014],0.5786026331095881,-3.338109894994437,"96,306",66.28424601159794,38.81121054473965,63.14
E0600007,2015 [YR2015],0.8766288111486769,-4.929287306833474,"98,307",67.66136127180417,38.827297880118564,66.87
E0600007,2016 [YR2016],0.6010394838058213,-3.42755514350428,"97,554",67.14330882108132,39.49359493706463,69.45
E0600007,2017 [YR2017],1.0761315543179861,-5.486562447028573,"101,431",69.81170008071022,39.455754772390364,71.97
E0600007,2018 [YR2018],0.4317594936438702,-6.185083684884188,"97,409",67.04347254140296,39.06675982586894,74.17
E0600007,2019 [YR2019],1.2175796141455848,-4.426611066039836,"104,938",72.2256504640093,39.295604275394155,76.60
E0600007,2020 [YR2020],1.0987335932978302,-3.3911686483759063,"104,975",72.25120339043096,39.6404662341762,81.25
E0600007,2021 [YR2021],0.7544433733913086,-2.7181114079805266,"102,220",70.35487876607186,40.00491163404837,86.84
E0600009,2010 [YR2010],0.515105304144144,-5.781751186215637,"130,880",112.46739875333378,38.378755923170964,58.24
E0600009,2011 [YR2011],0.5618770730522662,-3.1047357693002446,"131,616",113.09932728158704,39.02953491615578,61.35
E0600009,2012 [YR2012],0.9920401109240702,-6.100944501043923,"133,490",114.7099105748889,38.48007891567086,64.31
E0600009,2013 [YR2013],0.613279896013889,-3.9004244355087296,"133,303",114.54933464294177,39.67659979087297,69.95
E0600009,2014 [YR2014],0.5137212310351943,-2.148826292979321,"133,590",114.7963441739026,38.89636290085999,75.88
E0600009,2015 [YR2015],1.0257264652737843,-3.8602207748331727,"137,732",118.35498670052596,39.62967746189521,70.38
E0600009,2016 [YR2016],1.1405536397804124,-3.726482594978381,"140,096",120.38672780810171,39.51387448135521,78.83
E0600009,2017 [YR2017],0.7592827126185049,-5.3696907994108,"137,997",118.58291466200548,39.40237424152791,76.82
E0600009,2018 [YR2018],0.7104701307737047,-6.480900889122985,"138,507",119.02101157555148,39.93662757862554,84.47
E0600009,2019 [YR2019],0.7682319037285504,-5.517134079466578,"140,212",120.48677952238417,39.68455379950711,89.48
E0600009,2020 [YR2020],0.6532732645966475,-3.9011148760126266,"139,686",120.0343868787516,39.76771934368776,87.72
E0600009,2021 [YR2021],-0.18756712312624224,-4.472878512142606,"128,205",110.16856844691912,39.98867436628751,93.76
E0600010,2010 [YR2010],0.4766189069792886,-2.4154302840134747,"83,543",115.19396801161355,39.862694459444306,
E0600010,2011 [YR2011],0.33222386768325773,-0.8767889506002424,"83,820",115.57666986747955,39.81664238730081,
E0600010,2012 [YR2012],0.2782589158949681,-1.8936032675723304,"84,008",115.83593490887972,39.794815071614615,
E0600010,2013 [YR2013],0.07324298566060827,-1.7863962172067493,"83,726",115.44726794991298,39.957158586456764,60.76
E0600010,2014 [YR2014],0.31255725075994395,-2.9660791915424927,"84,592",116.64092260982746,39.9257195425309,63.80
E0600010,2015 [YR2015],0.8234927594185129,-3.934707297140547,"87,040",120.0158015623064,40.25533018651166,69.20
E0600010,2016 [YR2016],0.42788971675679666,-1.5787293880991689,"85,711",118.18320417136091,39.60174454474353,71.54
E0600010,2017 [YR2017],0.9367903088477183,-3.8214288338376647,"89,177",122.96348738046261,40.05776430522392,74.36
E0600010,2018 [YR2018],-0.04162187117905619,-2.9115689464918395,"83,265",114.8109592342274,40.68414034946408,77.29
E0600010,2019 [YR2019],0.25117962333902466,-3.0606598370172824,"85,450",117.82437972160366,40.392948268811885,81.74
E0600010,2020 [YR2020],0.5054643193858875,-2.7350055142174194,"87,863",121.15085439152224,41.27319972976242,87.51
E0600010,2021 [YR2021],0.5022491696428077,-2.015916781770959,"88,276",121.72038859055816,40.58618209309278,88.46
E0600011,2010 [YR2010],0.27715579399218593,-1.5394332940806315,"99,288",122.80233168852904,39.311993921957466,
E0600011,2011 [YR2011],0.29875825758131125,-2.538952489972778,"99,584",123.16921379495092,40.3588368063104,
E0600011,2012 [YR2012],-0.3246067694788279,-4.020942496447272,"98,644",122.00637628775316,40.21514540611949,
E0600011,2013 [YR2013],0.12419100165618832,-0.5747032582714824,"99,658",123.26042847011897,40.29792766854335,68.31
E0600011,2014 [YR2014],0.34145823466456154,-0.5577292901065798,"100,651",124.48821674568514,39.55940214787909,67.02
E0600011,2015 [YR2015],0.6964253552315605,-3.184080421562863,"102,794",127.13844094744597,40.32566470470568,72.39
E0600011,2016 [YR2016],0.06038134357408072,-4.0857626426571665,"99,648",123.2479020050997,41.066079325148415,75.90
E0600011,2017 [YR2017],0.7586980107923587,-1.190617001388465,"104,682",129.47455939648066,40.304601969808346,79.41
E0600011,2018 [YR2018],-0.04560056040927518,-3.4711545665866526,"98,926",122.35505762354097,40.25658826033247,82.76
E0600011,2019 [YR2019],0.11057825275932678,-3.6815774230324467,"100,280",124.02988537164282,40.75134872188004,87.66
E0600011,2020 [YR2020],1.041585970607819,-3.61873494161909,"110,128",136.20973775559403,40.72927861984737,87.61
E0600011,2021 [YR2021],0.45108411558852424,-5.872291787597013,"104,327",129.0349991839293,40.73633938362667,90.83
E0600012,2010 [YR2010],0.1704578395029217,-3.008731705749771,"146,375",266.43206862639755,39.604371604721926,56.03
E0600012,2011 [YR2011],0.7924941925980975,-3.8440616799450242,"147,535",268.54352729748075,39.17262869863213,62.03
E0600012,2012 [YR2012],0.233797181236653,-2.573119902543939,"147,060",267.6793463066952,39.39329656747508,64.34
E0600012,2013 [YR2013],0.5793587362033402,-1.8335906178920407,"148,934",271.0897417354666,39.41912390125976,66.80
E0600012,2014 [YR2014],-0.34901249504933496,-3.963991051357331,"144,342",262.7319709268818,39.620818154303294,71.41
E0600012,2015 [YR2015],0.2100625848172969,-7.142273059804135,"147,919",269.2422204579854,39.948563964442705,73.08
E0600012,2016 [YR2016],1.1168436542048505,-5.029526976737266,"156,462",284.7918291977881,40.081335240089864,78.43
E0600012,2017 [YR2017],-0.446968096985468,-5.291561884849691,"141,856",258.2069538641479,39.74674313444732,82.61
E0600012,2018 [YR2018],0.4143242804036625,-3.5804078151318195,"151,298",275.3923408251595,40.71234188236912,85.25
E0600012,2019 [YR2019],0.07404579166416342,-3.8835765234479376,"147,353",268.21287217012514,39.68687603774422,86.50
E0600012,2020 [YR2020],0.5800732334256337,-5.018586783431081,"155,091",282.29681074941226,40.28642813005347,91.50
E0600012,2021 [YR2021],0.5940144263663933,-6.491760011357036,"156,228",284.36755011015885,40.73204570237492,90.02
E0600013,2010 [YR2010],0.14121331502588674,-0.9757966368677162,"125,706",172.16729756442362,40.32438994875244,
E0600013,2011 [YR2011],0.26928831741796455,1.0270564528881154,"126,044",172.63092398317886,40.181388986863475,
E0600013,2012 [YR2012],-0.3683918211883427,-0.7436692529265321,"124,781",170.901133604468,40.845234262008454,
E0600013,2013 [YR2013],-0.258793017537442,-0.2966599455509443,"124,732",170.83408295740458,41.15008627724875,64.75
E0600013,2014 [YR2014],0.5199741767303627,-3.217743579444306,"128,341",175.77622610886095,40.69721502712725,70.68
E0600013,2015 [YR2015],0.00853613483039005,-0.7616400770185969,"125,759",172.2407922738372,41.644789697816265,70.99
E0600013,2016 [YR2016],0.26059389593508064,-1.736805838408968,"127,684",174.876841038699,40.92947033537669,72.66
E0600013,2017 [YR2017],-0.12078420733875375,-2.5122363007625053,"124,647",170.71690522837773,41.66926494327726,80.96
E0600013,2018 [YR2018],0.008373173669552716,-0.33702129897837585,"125,790",172.2826583025379,40.313186209427506,82.04
E0600013,2019 [YR2019],0.21536519404896218,-3.3991467193770832,"128,163",175.53328617779954,41.725017861148736,85.30
E0600013,2020 [YR2020],0.8003001318786315,-0.5789054793286803,"136,136",186.45280220697416,40.843958024879726,91.08
E0600013,2021 [YR2021],-0.1548448704448317,-0.9018159260927563,"123,581",169.25738214532814,40.88811213194671,95.49
E0600014,2010 [YR2010],0.062377568413992224,-1.8152020681649144,"86,929",100.67261104531309,38.87414779813737,52.40
E0600014,2011 [YR2011],1.1777257957407161,-2.436640556596562,"87,952",101.85825835483946,39.4102003934916,53.95
E0600014,2012 [YR2012],1.7353290421324885,-2.2054838877866594,"89,972",104.19692937590538,39.791137285736994,57.64
E0600014,2013 [YR2013],0.572423146037189,-1.1349300485715494,"88,430",102.41134607572135,39.36709271503072,61.60
E0600014,2014 [YR2014],0.937850942674669,0.15887188221863724,"90,236",104.50270895670528,39.31258109582399,66.54
E0600014,2015 [YR2015],0.8468808566572995,-3.1758166465079625,"90,672",105.00831358754074,40.09358037059329,67.90
E0600014,2016 [YR2016],1.4891416698958004,-2.502966077557627,"94,991",110.00915020106078,39.163523495178964,68.37
E0600014,2017 [YR2017],0.6361765756084106,-2.0720225339742995,"90,875",105.24227603964172,39.336282177251256,75.13
E0600014,2018 [YR2018],0.9689340850287872,-0.9359914610195603,"93,900",108.74605341437405,39.491717496711516,77.11
E0600014,2019 [YR2019],0.2627224165083868,-3.7561357727621454,"89,006",103.07818608607558,40.40142629365931,79.73
E0600014,2020 [YR2020],1.2316647885931513,-4.023975358714783,"98,249",113.78240859826668,40.09095880349771,82.91
E0600014,2021 [YR2021],1.2608145243246216,-2.193497976294243,"99,774",115.54919217995077,39.99735604460015,86.86
E0600016,2010 [YR2010],0.1683978849191957,0.18595481785579993,"65,126",46.74416620493348,40.27191502650061,47.08
E0600016,2011 [YR2011],-0.7562992327688135,1.5158527208890513,"64,633",46.39064043456139,41.013112888735265,53.41
E0600016,2012 [YR2012],0.07758752604650834,0.9684619541908802,"65,227",46.81672962835873,41.0811804863556,55.74
E0600016,2013 [YR2013],-0.17472946965584255,-0.940122162454555,"64,785",46.49956658971242,40.77364054221628,59.03
E0600016,2014 [YR2014],0.03323625768383091,2.6031535344130052,"65,212",46.80634123945986,41.16372877321635,60.66
E0600016,2015 [YR2015],-0.8589290769130139,2.2833813605770334,"62,377",44.7708610254074,40.8134532911252,62.85
E0600016,2016 [YR2016],0.9049146623240686,0.7635148490950155,"68,743",49.340248693581174,40.81095507980219,68.89
E0600016,2017 [YR2017],0.12847448485536223,-0.8363319421914434,"65,714",47.16617021007514,41.02916378178531,74.50
E0600016,2018 [YR2018],-0.09289468448531013,0.3383168385621976,"64,643",46.397910793713066,41.82897033015797,72.10
E0600016,2019 [YR2019],0.07413194604836273,-0.41944504573728203,"65,562",47.05696383188162,41.27827158438399,78.37
E0600016,2020 [YR2020],0.42333444573397344,2.2276474614980293,"67,936",48.76113353252269,41.481871461159706,80.34
E0600016,2021 [YR2021],-0.23799062005373287,-0.9273749895250563,"63,441",45.53491031453219,41.88474226998834,84.24
E0600018,2010 [YR2010],-0.04815815666363014,0.3247232707346567,"143,814",161.53881897278518,40.57226319853743,56.53
E0600018,2011 [YR2011],-0.3533685160665466,1.7385558724222985,"143,306",160.96799164530964,40.96019213874119,63.64
E0600018,2012 [YR2012],-0.6437561136953823,-0.1434511649081236,"141,969",159.46568144950413,41.29972432395546,67.15
E0600018,2013 [YR2013],0.09489216447730903,-1.4050398766036596,"144,224",161.99911853019393,40.98282034853477,71.43
E0600018,2014 [YR2014],-0.4619477938262023,-2.4519538210537846,"141,175",158.57453832800869,41.37392227585008,72.74
E0600018,2015 [YR2015],0.1467604863326679,-0.17473648896343108,"144,873",162.72767919103651,41.18248631006403,76.80
E0600018,2016 [YR2016],-0.04915461235678377,-1.2054327431178393,"143,391",161.06298136689466,40.56375959020551,80.29
E0600018,2017 [YR2017],-0.1531726383404166,-1.8396156980676535,"142,279",159.81472479022725,41.78706335429715,83.19
E0600018,2018 [YR2018],-0.31175922289508184,-1.7224060470750293,"140,266",157.5536102025356,41.23933700604454,82.74
E0600018,2019 [YR2019],0.27947120492457567,-3.480187888536209,"147,472",165.6476274303738,41.489417099415554,84.43
E0600018,2020 [YR2020],-0.6505160942873162,-1.2387084916826467,"134,728",151.3327964702962,41.90489975054792,92.11
E0600018,2021 [YR2021],0.3023563226689844,-2.5118954241089773,"148,671",166.9934341056873,42.40887551139623,92.89
E0600019,2010 [YR2010],0.41790928686457973,1.7769790217544803,"64,278",29.765771144068413,40.29023918548919,
E0600019,2011 [YR2011],-0.41747573872641985,-0.2513700317306407,"64,010",29.641506271097096,41.30519257310383,
E0600019,2012 [YR2012],-0.38622302893737,0.47547293860000683,"63,783",29.536290629003943,41.02074478103437,
E0600019,2013 [YR2013],0.23189780612600547,0.617214830076802,"64,726",29.973330236569833,41.17085948959606,66.06
E0600019,2014 [YR2014],-0.219426153360936,0.5505143263210251,"63,716",29.505374234805295,41.63326486988854,68.79
E0600019,2015 [YR2015],-0.2925862985835923,-1.0719209368394427,"63,343",29.332859009947004,41.16373332874059,69.21
E0600019,2016 [YR2016],-0.25121241486458723,-2.0024517525977212,"63,315",29.319927522098737,40.65141232118068,72.65
E0600019,2017 [YR2017],-0.14303976703489962,-1.3668479372848878,"63,637",29.46900881109527,41.796957142823814,71.53
E0600019,2018 [YR2018],-0.5735264732077159,-2.4769721418270043,"61,387",28.42715692057231,41.469697414670684,83.22
E0600019,2019 [YR2019],-0.020612051417394632,-2.6483023440117277,"64,159",29.71059862397282,41.059965871946886,82.11
E0600019,2020 [YR2020],-0.22048778565553404,-1.2527558332291016,"62,875",29.115945872635766,41.989110777308916,84.95
E0600019,2021 [YR2021],0.04534990822977286,-1.6509924869607044,"64,599",29.91459454331544,41.87099995251766,88.26
E0600020,2010 [YR2010],0.7117904072270506,0.8543742442793247,"148,643",238.0551488371227,40.147345715027015,56.93
E0600020,2011 [YR2011],-0.08508590369098834,-3.26859204302413,"148,516",237.8525974624517,40.044299315899046,56.19
E0600020,2012 [YR2012],0.4745872843233227,-0.28517940006693965,"150,057",240.32006955892538,39.962848648834516,58.94
E0600020,2013 [YR2013],0.0715306836204058,-2.7233197101922597,"148,962",238.56636176297647,40.16486857008163,62.42
E0600020,2014 [YR2014],-0.28112845902572925,0.9709460749362842,"146,978",235.3894531664742,39.674882685780176,64.66
E0600020,2015 [YR2015],-0.024494454473782012,-1.223291532718473,"148,461",237.7637400797936,40.321514961304736,68.35
E0600020,2016 [YR2016],0.42149992087626076,-2.869511736642117,"152,442",244.13936017956257,41.054394491895344,72.13
E0600020,2017 [YR2017],0.37418054810782575,1.1444680520771244,"152,580",244.36087315827217,40.14059649390557,75.17
E0600020,2018 [YR2018],0.3367289988774904,-1.5822935659594817,"152,694",244.5440439466621,40.91273762165105,75.13
E0600020,2019 [YR2019],0.10044090105300008,-1.8522260937580084,"149,992",240.2157574806973,40.36418813588714,82.28
E0600020,2020 [YR2020],0.043229814978196085,-3.4667569466183643,"149,286",239.08626111729745,40.715224208902455,85.40
E0600020,2021 [YR2021],0.43588060699778863,-2.6970537835681685,"155,927",249.72118575395447,41.16652393970666,89.61
E0600021,2010 [YR2010],0.8252182725613646,-0.41449056849694554,"128,707",215.9335940988351,39.16357992279895,55.58
E0600021,2011 [YR2011],0.55645018775801,-1.9964598120937636,"129,423",217.13515698863068,38.93406154456601,57.48
E0600021,2012 [YR2012],0.6350512593423022,-1.6017196365281814,"130,347",218.6848805042894,39.14630452493082,62.95
E0600021,2013 [YR2013],0.511885463987038,-3.2737092948295405,"130,693",219.26659521362953,39.23667629211545,60.72
E0600021,2014 [YR2014],0.7388080577594037,-1.9010158159130395,"132,553",222.3860010019311,39.26922017341401,67.66
E0600021,2015 [YR2015],0.784849323763472,-4.361640587635408,"133,837",224.54142151811104,39.54322226563665,71.52
E0600021,2016 [YR2016],0.9197911938868235,-2.4532020232001917,"135,975",228.12783193651933,39.1749721441428,73.78
E0600021,2017 [YR2017],0.7852623662850787,-2.2497488774780603,"135,950",228.08641986225973,39.128929177338804,NA
E0600021,2018 [YR2018],0.615795345159569,-3.875172862794564,"135,186",226.80338381818743,40.0066740667685,77.39
E0600021,2019 [YR2019],0.7382653505845941,-4.733585585098495,"137,515",230.71212971336533,39.86190992133953,81.13
E0600021,2020 [YR2020],0.1413778640257205,-3.4955891488551356,"130,538",219.00591260547642,39.83426201258804,83.25
E0600021,2021 [YR2021],0.7759003797709494,-3.973692108848643,"140,128",235.09520470815318,40.734964451973454,88.67
E0600022,2010 [YR2010],1.0298314589700508,-3.0248703068445217,"103,670",112.48626376270082,37.74983244600947,55.73
E0600022,2011 [YR2011],0.46980803600640464,-4.23971095737034,"104,157",113.01473326926134,39.01199123010915,NA
E0600022,2012 [YR2012],1.1959172001956773,-2.3512621469913033,"106,164",115.19283690244511,38.476614966698705,61.35
E0600022,2013 [YR2013],0.8343979208844614,-3.8854361353324607,"106,286",115.32557279933685,39.06883527305498,63.61
E0600022,2014 [YR2014],1.132401910466618,-3.996933613356564,"108,446",117.66865236716221,38.62359240390602,NA
E0600022,2015 [YR2015],1.1746172802189623,-3.1015165379370133,"109,903",119.24971315819312,39.59093556496298,71.66
E0600022,2016 [YR2016],1.4618279314495388,-3.3256102706569006,"113,101",122.72006752960887,39.15803299320458,74.63
E0600022,2017 [YR2017],1.0288809836665498,-3.177778243132954,"111,371",120.84210746285011,38.941267841052145,78.40
E0600022,2018 [YR2018],1.0602613238415906,-3.720277013892221,"112,796",122.3891242434474,39.24301112258322,79.30
E0600022,2019 [YR2019],0.06973045555829938,-4.792877857504991,"104,322",113.19417063298353,39.23435583804494,81.82
E0600022,2020 [YR2020],0.6284573304345002,-5.382644945977995,"110,372",119.75885646852286,39.98709080745239,83.83
E0600022,2021 [YR2021],1.0564400626961759,-5.27757494277131,"116,374",126.27094739536861,39.31003670258614,91.82
E0600023,2010 [YR2010],0.3199595265234688,-2.449878641116845,"133,353",159.69902915125382,39.03362639746604,50.16
E0600023,2011 [YR2011],0.506509359105709,-1.6017039850726533,"134,029",160.50791968030586,39.82719244401163,NA
E0600023,2012 [YR2012],-0.32799102362232263,-0.9340173928823448,"132,480",158.6531502023953,39.8044477151044,53.34
E0600023,2013 [YR2013],0.6124365530855632,-2.41485666915343,"135,819",162.65120142754432,39.67454932546747,56.98
E0600023,2014 [YR2014],0.13481434250712854,-2.1710957298501548,"134,074",160.56196101054255,39.49582552057907,62.87
E0600023,2015 [YR2015],0.4187568381785402,-2.4900557861312524,"136,169",163.0709040815608,39.92373080100597,64.19
E0600023,2016 [YR2016],0.29732896504447576,-1.3147128353604782,"135,750",162.5692792890086,39.78764453957263,71.75
E0600023,2017 [YR2017],0.48290511166915445,-1.5452916582846083,"137,927",165.176231985882,39.63518427691876,74.27
E0600023,2018 [YR2018],1.053609341621663,-2.909221724404186,"145,017",173.66684514219594,40.69649886421152,73.48
E0600023,2019 [YR2019],0.3222738594991419,-2.901232362995927,"137,271",164.39120544456603,40.75010021545429,76.11
E0600023,2020 [YR2020],0.6662035427736709,-4.032083082003355,"142,509",170.6629224558426,40.2869014240278,83.70
E0600023,2021 [YR2021],0.34369188262881367,-3.8275729858858014,"138,482",165.8414585987544,41.107839732945,85.89
E0600024,2010 [YR2010],0.7082141821808834,-3.128561187092715,"135,500",162.21358632063502,39.75627200583737,58.11
E0600024,2011 [YR2011],0.20595258604040195,-1.6835784110089813,"135,779",162.54766939657122,38.95177449960156,61.34
E0600024,2012 [YR2012],0.4541803749017747,-1.7215556214419954,"136,733",163.6904170084447,39.59960060266536,63.34
E0600024,2013 [YR2013],1.0649114323355524,-1.1371527182262486,"139,875",167.45126212561362,39.83365429165022,65.03
E0600024,2014 [YR2014],1.0646578009540142,-4.474820967174451,"141,363",169.23277093017637,38.92463297471667,69.44
E0600024,2015 [YR2015],1.2500123424186143,-3.1308208687957113,"144,183",172.60868748470367,39.31036551435049,71.25
E0600024,2016 [YR2016],0.6071145697933145,-4.132006344017855,"140,511",168.21293451892126,40.16771385537967,73.99
E0600024,2017 [YR2017],0.3420240644298675,-2.4950210883680244,"138,777",166.1373299847566,40.298178942953726,76.16
E0600024,2018 [YR2018],0.42918990549818403,-6.073257987046486,"140,223",167.86760813833618,39.935631150157754,81.94
E0600024,2019 [YR2019],0.4596779931238978,-4.0226501533489865,"141,210",169.04925530681626,39.91570375863202,86.37
E0600024,2020 [YR2020],0.1181558933002047,-5.524393798129061,"137,109",164.14045846891804,40.51848708555194,90.04
E0600024,2021 [YR2021],1.0416922618905584,-3.111137874853809,"151,861",181.80002963990023,40.871285655668174,93.42
E0600025,2010 [YR2010],0.44187229673265227,-2.4824317008720698,"157,941",296.5820904720878,39.90137496852078,52.64
E0600025,2011 [YR2011],0.1810008616857512,-2.3375081054460503,"158,226",297.1189066114479,39.32942536796836,55.08
E0600025,2012 [YR2012],0.5792562982788355,-1.391254456699867,"159,776",300.02798280130935,39.95051762494637,59.86
