area_code,area_name,year,gva_per_hour,median_weekly_pay,business_birth_rate,business_death_rate,housing_affordability_ratio,investment_index,public_sector_share_pct,manufacturing_share_pct,services_share_pct,record_status
E0600067,"Bristol, City of",2010,36.83964595585188,£458.74,8.426766316394875,11.404688532994527,6.318294690653584,100.11974402887799,17.69%,7.506452883564066,70.6167489173284,revised
E0600027,Lincoln,2021,46.05187956177511,£575.55,11.14733847827157,10.870828823013543,8.787996185455224,118.70779797927453,18.46%,9.207859949445726,73.63613442087572,revised
E0600037,Sandwell,2019,40.4172287813674,£521.16,10.45763505908982,11.805613507092309,7.479529816540604,113.50344450825352,17.57%,9.812013245433864,72.55014611486253,revised
E0600012,Cheshire East,2015,44.01323983330473,£524.84,10.609957058918882,7.7226227633001026,9.070725197486647,115.630433621254,20.02%,9.423687133608617,72.42231129563899,revised
E0600055,Newham,2016,49.965365587261864,£514.69,9.165082578837401,12.296092748149213,9.395751216571002,113.59182289971938,20.16%,8.016400896762544,74.01976811901348,revised
E0600043,Chelmsford,2020,45.2048001740754,£540.93,10.842363429144298,8.303136601033904,9.875077821524526,112.75833801065122,21.89%,8.673433367125973,76.2327243142774,revised
E0600065,Bath and North East Somerset,2010,23.24769252819662,£394.15,7.462804553076051,16.781396755447382,3.97322869964341,94.87887449510528,17.81%,7.0413194355374555,67.68995817952495,revised
E0600014,Manchester,2013,35.820778814345715,£454.96,8.990159814125354,13.259362461150833,5.835010874567011,101.07327047378382,15.18%,8.787583895151036,69.59386570869927,revised
E0600041,Bedford,2014,45.43449508703856,£467.70,11.441968612928424,11.587102060116376,6.93880850625756,105.14542378605113,16.98%,8.31646485207161,71.19610362177278,revised
E0600028,Nottingham,2016,49.27004639757047,£561.03,7.5912134426526645,8.38860651871603,9.53118344526089,103.75786607084757,20.09%,5.93906313395835,74.9770546106867,revised
E0600026,Leicester,2016,38.655638731054445,£473.92,7.345839920498554,15.69943510158859,5.813717250971655,90.35922535863014,20.35%,4.702134505512902,66.39715239361587,revised
E0600040,Wolverhampton,2015,47.30856624161623,£509.85,10.75536140135247,13.049932699877784,7.090140163806966,109.08338078079963,20.04%,8.526475235146957,70.56461636379856,revised
E0600022,North East Lincolnshire,2019,52.536937972779974,£570.74,11.788272517419635,9.999712386818052,9.092342250819435,121.15892181072087,16.46%,8.253509261280964,73.28680175453967,revised
E0600068,Cornwall,2010,29.46952546107917,£405.51,6.907293649740879,11.909145719340499,6.2311216279780375,95.59126230599584,15.81%,7.7663644823049856,69.93605107461352,revised
E0600040,Wolverhampton,2020,48.48513426936498,£565.84,11.79094029112218,12.673129667708128,9.16863508001463,109.45637742189564,19.21%,10.18958535028942,71.48742210778464,revised
E0600003,Gateshead,2021,47.07429669736731,£582.17,10.089461868195032,10.56440507614846,10.426498366994643,117.06828359084642,19.86%,6.734644804725469,73.15948628271929,revised
E0600059,Milton Keynes,2020,46.82850823482199,£538.61,9.63536664365243,10.358512089732992,9.26524146200114,102.72262578244202,17.73%,9.903037317392057,71.51091841895952,revised
E0600016,Stockport,2019,34.304475236419755,£465.58,7.599517383266696,15.5095643807204,5.665229076361714,91.0866020614341,18.59%,7.399127082606263,66.10315906788094,revised
E0600041,Bedford,2019,50.11283717225728,£522.17,13.684489371673346,11.529042018616462,9.024651361895915,114.51587226106147,17.85%,8.817063190782267,71.8152470893231,revised
E0600071,Swindon,2019,36.53571954833244,£521.20,7.491992180902291,12.218223615619346,7.607383658413743,106.80289293022017,21.07%,5.709894104501489,70.21708351958249,revised
E0600023,Sheffield,2015,32.367088310675655,£438.64,8.0458355905887,14.192820030020897,5.617014166753775,98.94751233828927,20.38%,8.671355344228981,65.91704681938668,revised
E0600019,Calderdale,2019,38.890069072300946,£501.23,7.145300220764971,12.094211205682276,7.635105516942025,96.07468908777835,21.77%,6.7921661344779825,70.50176225878921,revised
E0600071,Swindon,2014,33.03297818279005,£449.50,6.192127060907251,15.716348995182473,5.462283281602022,92.11172112473966,21.40%,7.136379364656627,66.86655955987553,revised
E0600065,Bath and North East Somerset,2021,40.510393886159385,£549.85,10.096868617795325,13.621122949771772,7.23051535335909,118.33487838354593,18.03%,6.6522424230869825,69.71284579551538,revised
E0600058,Guildford,2019,38.8773089695858,£512.12,7.6889192557994654,12.176394334528643,6.862347918112623,102.24602927890611,23.67%,7.484935268331015,68.45346028321916,revised
E0600013,Liverpool,2020,44.62988191078701,£549.82,7.719818929567957,11.632000010084493,8.661028095708513,98.07457706415437,18.44%,7.861399419958415,70.40457383170646,revised
E0600031,South Derbyshire,2012,31.46178603766321,£436.42,7.572477652054248,13.18774414803772,5.98326475370311,94.18699014480755,16.76%,6.785374313431792,69.96076483562403,revised
E0600001,County Durham,2013,33.217124026961436,£449.43,9.78828223120146,11.342785050764356,7.517307207008014,94.06952323589863,24.31%,8.058929325118559,72.48041133727514,revised
E0600061,Portsmouth,2020,48.13802580607031,£546.73,10.696102232799062,10.048014932074986,10.151642048272448,114.82340600051452,19.23%,10.956549806137087,73.89694638046367,revised
E0600067,"Bristol, City of",2013,42.201502213612905,£485.57,9.392368635613138,11.083083460535121,8.38252005718644,102.71498732416467,16.79%,8.130846768048055,71.32660323581716,revised
E0600010,Blackpool,2013,34.520052686648256,£437.98,8.565950114478362,12.825616573117728,5.046861899837885,97.97533888552232,19.53%,7.866583679608591,66.81700710383377,revised
E0600060,Oxford,2012,28.027296845750115,£396.22,9.950417605378217,12.999685188424875,5.366585474704129,96.50832200888709,23.40%,7.75995764436431,66.29289626545471,revised
E0600037,SANDWELL,2014,33.70809304057128,£442.09,9.09738324707901,12.229246505277137,5.921891573854391,104.58200889932934,18.58%,7.6634365339644965,67.84153632771245,revised
E0600064,Wokingham,2011,25.13760919659057,£382.36,5.136781866448976,17.429814797713995,3.133225853842055,77.90678949571827,16.00%,6.11288368400012,63.42595746338865,revised
E0600003,Gateshead,2012,38.20801465389248,£477.43,8.126704106307939,11.898719015165444,7.543590720914832,97.77459292604074,20.87%,7.244371497172917,71.30638579746201,revised
E0600040,Wolverhampton,2016,48.475971740727196,£516.78,9.737686066363288,12.476625661580618,7.1735387108151905,108.05945333516968,20.42%,7.120792717096575,70.438101898989,revised
E0600020,Kingston upon Hull,2011,33.19186360135641,£405.74,8.451369309261644,12.928620794538187,5.500728162619281,89.90109512160994,20.48%,7.282119859612608,67.53949335403627,revised
E0600058,Guildford,2014,34.07219121328928,£429.22,5.882745877390747,12.926032345219841,5.0595704255638685,98.31267234110078,21.24%,7.170925699073623,67.38338023106479,revised
E0600027,Lincoln,2015,39.94945999784912,£493.37,10.147964204651629,11.354310498904983,6.366718657642995,106.0895941425707,18.76%,7.611996213112809,72.20678297699152,revised
E0600013,Liverpool,2017,43.740258970529645,£535.21,7.141714780796436,9.908169776251292,7.055437513458908,97.59807264489739,18.80%,6.438134253331933,69.24515136852948,revised
E0600042,Cambridge,2012,49.544179096434014,£488.86,9.744835618181643,10.83174672453104,6.926461278407162,105.60930406112624,15.75%,8.545458413264683,72.5112826570065,revised
E0600013,Liverpool,2013,36.7992058287829,£478.37,5.743695697418566,13.446488635455983,5.6920949094032505,90.3776102794896,19.88%,6.056238446606165,70.99635995375203,revised
E0600007,North Tyneside,2010,26.92042351102286,£415.06,10.829480590825792,12.507345714029368,5.298280666867489,94.44685878553577,19.53%,8.794311278138931,68.03716685667145,revised
E0600021,Leeds,2017,44.24617341137383,£527.01,10.154556698455718,12.093667524920386,8.027629792093563,108.15228254305525,18.85%,8.549738248775283,71.01017007678901,revised
E0600018,Bradford,2012,37.08207776707597,£469.08,5.874424269162359,11.331721102821867,7.8637806096467076,93.94458254388316,18.97%,7.264768634583493,70.60012936625526,revised
E0600016,Stockport,2013,23.916617451169845,£393.06,8.47285801557389,16.092759843780236,3.727363413087349,84.8773472585683,21.00%,6.727176208208501,62.20553612354556,revised
E0600010,Blackpool,2014,34.54850633780312,£449.74,8.334365598450827,14.035915424871561,5.842026682281493,102.18564965544329,19.35%,7.641401588598368,67.51749880878099,revised
E0600026,Leicester,2017,36.90455548310665,£481.47,6.621268843363665,13.55400489976437,6.104126242400139,97.03011416582977,20.05%,4.0418010277697345,67.27517100087019,revised
E0600071,Swindon,2017,38.119865951604915,£504.22,8.149009512706757,16.148427272298342,7.25046189572773,101.4210774819816,21.65%,5.343090204381079,69.15287206569722,revised
E0600042,Cambridge,2019,54.97842089338911,£593.02,12.218569526969477,9.783057770548426,10.23756004522923,125.16902033953568,16.95%,8.936759770375177,75.23449536981046,revised
E0600060,Oxford,2017,36.02278835665238,£459.91,9.74906876046712,15.180528627728789,6.276342573499418,98.32240471284187,23.49%,9.545790280899864,67.0265366924298,revised
E0600066,"Bournemouth, Christchurch and Poole",2020,49.58819100867014,£541.98,9.225977055513678,11.255696922871865,7.643595712456068,97.16396841554673,15.12%,8.008454256528502,71.35697941501074,revised
E0600059,Milton Keynes,2021,52.44326230776706,£579.72,9.424204209129488,10.578081830529175,9.739368372050448,114.5817043694208,18.66%,8.03031655117636,72.12960015404981,revised
E0600014,Manchester,2017,39.129273224184736,£507.24,8.243734758501452,12.459666232241792,7.21500025485612,102.85733662881317,15.58%,8.126187407017309,70.96076868185358,revised
E0600032,West Northamptonshire,2021,49.3982705305808,£607.51,10.252349848080028,8.406129498049516,12.265974962141284,130.49792033777575,18.39%,8.614327442568236,77.1672041971281,revised
E0600059,Milton Keynes,2016,42.250672761636956,£510.29,7.891841268440256,10.555003275403756,7.576670953782844,108.13693428592273,16.20%,8.144006437455694,72.96609714594504,revised
E0600013,Liverpool,2012,36.68962184819334,£461.98,7.158063975903356,14.303259638573788,7.091213975117966,92.73510482078521,19.45%,6.637991760508446,69.79846081422286,revised
E0600020,Kingston upon Hull,2021,45.567848498067164,£556.43,7.122432836854125,12.657885271518722,6.940358622879791,113.22433769763036,19.69%,7.950933333176538,70.26232239605542,revised
E0600069,Exeter,2012,42.17282928000765,£460.46,10.627354440731352,12.736831828404966,7.561707345375303,101.53098283118027,15.71%,9.026407473712705,72.67288566698905,revised
E0600063,Southampton,2017,42.84155188089611,£515.55,9.042627760692087,9.950252409240873,7.857263710837479,103.36500189259543,18.72%,8.495107540352457,71.89106875614591,revised
E0600014,Manchester,2015,38.94363247953825,£464.08,9.600614360803645,12.798516680435878,6.609834436238562,98.9176708132032,16.41%,8.148059866598716,70.35140830506457,revised
E0600021,Leeds,2020,44.605552217714866,£533.93,11.326866582125307,12.671238021971059,8.192185430705408,110.79431880590114,18.44%,9.114926888489139,70.72466328228953,revised
E0600025,Derby,2019,43.89322626187936,£518.42,9.850680457023344,12.951236493772297,7.587126334818896,102.62267669880148,13.78%,6.794274100133073,68.64731159192263,revised
E0600041,Bedford,2020,44.400968231057085,£537.62,10.63070698242364,12.712385580094185,9.20417470066663,114.24580368947218,15.65%,10.255855348546017,71.03454773040905,revised
E0600045,Norwich,2016,48.461376085641625,£501.50,8.845037463322043,11.39543523157256,8.344168468727808,108.0924055277081,15.35%,7.2531599058540115,72.48453982882742,revised
E0600033,Birmingham,2016,33.134740798488174,£492.62,7.796578244855993,12.528070136479137,8.140517047718312,100.92917043770848,22.39%,6.797449906987099,71.13868003287963,revised
E0600054,Lambeth,2018,41.794040496006815,£469.73,9.286389101298592,12.975646364871663,8.055112591361636,113.56426943117319,19.82%,6.857174975454653,70.1095054403255,revised
E0600070,Plymouth,2015,46.363458846510746,£528.95,9.918992807113186,11.268536946713818,8.751008236003111,105.62598761727273,20.32%,7.394859070333218,73.4179298608524,revised
E0600069,Exeter,2010,44.273854001660915,£458.13,7.9038392127228185,12.054649342882076,5.834715991198237,98.20461245210565,16.68%,9.080316101303092,69.88784940453094,revised
E0600054,LAMBETH,2010,31.417521795615738,£404.76,8.592593981660002,10.998299820901156,5.155115445531036,88.68234311844044,18.76%,8.145794767439572,69.29503379053473,revised
E0600024,York,2017,46.39474243902633,£557.75,9.883278418379732,9.953409362731112,8.448324549706353,116.41435102332653,17.94%,8.509561433211207,71.07566852983678,revised
E0600041,Bedford,2012,40.49862495992949,£440.34,9.154993237726632,13.320863769595348,5.5955503464859015,105.39936323069011,16.90%,9.069885782922347,69.6233984912911,revised
E0600035,Dudley,2012,35.60394560937837,£460.65,10.809631051586576,11.114783358232529,7.852076346606599,97.42036439948004,18.03%,8.977552498314841,70.6628281227435,revised
E0600067,"Bristol, City of",2018,47.587986855762814,£549.21,9.989869587778994,10.93033856956062,9.10529369667146,107.97248724183707,17.18%,7.63973341552869,71.17494611814634,revised
E0600041,Bedford,2016,46.277365455364844,£500.63,10.65762952229334,12.048113127677848,7.461589697701949,111.33909971249277,16.07%,9.90040496020323,71.27562202879469,revised
E0600006,Newcastle upon Tyne,2014,40.344128003648244,£511.76,9.16449902430822,7.734290631683514,9.753936147483815,120.12678871003244,17.49%,6.1999576689531395,74.62526584645913,revised
E0600002,Darlington,2021,59.58686950098061,£636.06,13.452001660899572,6.923452794840193,11.137373780021003,128.74857410465788,19.14%,9.92392146926442,78.99099116879923,revised
E0600059,Milton Keynes,2011,38.236407743989396,£450.08,7.899597747542354,11.821178813817884,6.288650421438823,94.54530083630117,17.25%,8.193358301558511,72.27363818674141,revised
E0600068,Cornwall,2018,41.37235900685307,£528.51,8.76735588942809,9.83055307447147,7.92283047936705,105.16665176569607,15.52%,6.9640245431419885,70.1238345128528,revised
E0600055,Newham,2017,50.30731854355135,£538.47,8.819162876717058,10.581447064763752,8.720450493465613,112.42290412521359,19.79%,9.009734153428713,70.87069685901503,revised
E0600066,"Bournemouth, Christchurch and Poole",2017,50.31731213866297,£510.43,7.390028815038782,13.193772643421777,6.941196684924007,96.24167668779744,14.69%,6.261295110013848,69.7298116485794,revised
E0600060,Oxford,2010,23.918567842995795,£341.25,8.795576257273243,14.984152182166131,4.057254873476322,85.1193617761984,22.93%,7.881078153275758,66.05094851594856,revised
E0600066,"Bournemouth, Christchurch and Poole",2015,48.5549535768295,£515.14,7.510254096734479,13.702011155120667,6.469457306675395,97.25348882301883,15.97%,7.087679024407941,69.68057827660404,revised
E0600019,Calderdale,2018,40.09519312917164,£522.64,7.931551866589643,13.732143100395778,6.6220093763362105,102.24635274332792,21.75%,6.513896711865577,67.97549050601566,revised
E0600024,York,2017,47.20594425949639,£556.10,9.883278418379732,9.953409362731112,8.448324549706353,115.02689321098975,17.94%,8.509561433211207,71.07566852983678,provisional
E0600010,Blackpool,2011,32.22431259895059,£398.24,8.751869369513019,14.376616258977824,5.958022252350001,91.67444071326764,20.93%,7.556397520507268,66.47060845463858,revised
E0600010,Blackpool,2021,44.25492108392263,£559.53,9.374064987748207,12.67143351143729,8.057962787957488,107.63679284512322,18.79%,8.492981696929059,71.32004840085949,revised
E0600038,Shropshire,2018,45.52886572099531,£540.03,10.775644607389017,11.814274654038439,8.24345766577998,112.27699832403128,13.54%,8.087355624857418,71.98423595445097,revised
E0600012,Cheshire East,2012,40.473646453596665,£475.21,10.179694666089084,9.862219129851173,7.769756370632352,109.78396519613389,19.90%,8.651259285398117,75.32449260075525,revised
E0600068,Cornwall,2021,44.51981268920222,£551.25,9.020804847809833,11.348715112521312,8.736271433841441,121.50998645489805,15.18%,7.021110393224528,71.78716291407378,revised
E0600038,Shropshire,2013,41.265195256377204,£471.08,10.50600715220471,12.200244912039159,5.7663902168092145,97.02167582704791,13.72%,6.654747797176458,70.52911908531813,revised
E0600019,Calderdale,2011,30.911617106505073,£431.58,6.485178093000636,12.586451167642362,4.344889449137214,91.20140584371295,22.15%,6.848619243079433,68.75355189598895,revised
E0600022,North East Lincolnshire,2011,40.4304049630886,£461.76,9.321337834219213,11.920345882872766,5.893124656267351,95.02551432647039,17.27%,8.902140487592202,70.38347404129755,revised
E0600064,Wokingham,2020,34.752723516448434,£487.15,6.714869394689628,14.821408849353967,6.311734842126318,91.04521055665981,15.66%,9.336623670874076,64.08442057228616,revised
E0600030,Rutland,2017,41.39662004620201,£528.65,8.504237691257986,11.910524696329883,7.49483567113026,108.56696402249591,18.74%,7.857075890592749,72.7476710005177,revised
E0600043,Chelmsford,2021,51.30092637802794,£592.14,9.359411139997063,8.880249472344687,10.70831578366179,125.16652662427398,23.01%,7.99352032043735,74.42162612279051,revised
E0600067,"Bristol, City of",2016,45.17180439516132,£519.75,10.06127679308727,10.498268215114582,8.080645274978739,111.62663781460778,15.11%,8.474157001256092,74.02791510427033,revised
E0600056,Westminster,2012,53.038288274307185,£487.56,10.561016411886198,8.347706262499354,8.929070904576536,107.56690471799423,17.19%,8.839113135965231,75.11368918512007,revised
E0600063,Southampton,2020,44.76507742158121,£556.28,10.394723474670037,10.150494352935494,9.85140242592951,111.05787987869589,17.69%,11.191359515381462,72.1996910546751,revised
E0600037,Sandwell ,2011,29.79061227991663,£417.36,7.189092259310449,11.698677213143256,5.453819374239585,92.61506275180757,17.90%,8.92537031230055,67.21642761841876,revised
E0600033,Birmingham,2020,32.24329634033133,£538.55,6.549655527388821,10.869655347745587,8.70853309221173,101.2884643981409,24.30%,9.172820995196469,73.63773857219267,revised
E0600025,Derby,2018,44.445992372613794,£510.92,8.786433162532697,13.029668865286634,6.555865771833066,103.77029253554431,14.30%,8.177313044116087,69.40090568554191,revised
E0600050,City of London,2016,76.05740159484323,£641.06,17.574029971566596,1.8710983324241202,16.036602016790667,146.86753774078662,18.97%,13.476603438131741,86.84705364226805,revised
E0600020,Kingston upon Hull,2014,36.64588118896637,£459.02,8.449877787937695,14.995746430256844,5.37706495206277,93.87823940790607,19.59%,7.9002784000549005,67.27398180856602,revised
E0600050,City of London,2013,72.94525198908731,£600.08,16.5952865664014,1.7567366275944114,13.885856241501122,141.2876707809001,20.46%,14.122183387033434,86.0862790094765,revised
E0600027,Lincoln,2014,37.68762468465913,£468.93,10.941913713473568,11.360362755751167,6.406453120987342,94.29793526629184,18.89%,8.440327022004464,69.79974472249405,revised
E0600059,Milton Keynes ,2010,38.73872909083492,£422.14,8.302099846838855,10.777868164218678,6.382945738338258,98.23168048195882,17.50%,7.5519971037669364,69.81651588280397,revised
E0600012,Cheshire East,2014,42.3358733389601,£504.87,12.8510182540765,10.450804977124328,8.272640308452198,119.10712703378215,20.45%,7.828461936306416,75.46419698982073,revised
E0600065,Bath and North East Somerset,2016,32.105124970852124,£475.51,7.919243393459611,13.728669300960908,7.256987051983847,102.61193165831155,19.01%,8.112907067901212,68.57537174056608,revised
E0600028,Nottingham,2019,49.38260083004639,£569.76,9.293103115248984,9.745170221331094,9.329329113442364,114.1510397318978,18.94%,7.719723983587806,75.96036247179241,revised
E0600045,Norwich,2014,48.4444792559443,£496.37,8.796579261761748,10.729455782951879,7.191183452017521,105.75152278459593,17.02%,8.444926118675554,72.66384729635254,revised
E0600021,Leeds,2011,36.15746195205484,£434.81,9.306399195045417,13.243478312721866,7.120752403210651,92.56255783112479,18.83%,8.808078272874262,68.85201416433222,revised
E0600016,Stockport,2021,38.99089170799264,£496.28,8.959882338543556,12.57589301692491,5.897575229643955,102.68337095115585,18.86%,7.038193175121055,64.59186518684369,revised
E0600012,Cheshire East,2021,47.05906996957979,£593.33,11.588570407778636,7.860387340178523,11.131296463158225,128.79495371263158,20.28%,8.190112303117658,75.68765780662513,revised
E0600003,Gateshead,2016,43.09833956937956,£513.80,9.860920309731203,9.845739298379279,8.177788533477417,100.09693126901625,19.34%,6.877373854951101,72.07234308751265,revised
E0600032,West Northamptonshire,2010,40.19798043056921,£472.74,11.37439960316106,8.551581168190571,8.4154106789906,100.18921793143696,19.06%,7.669663411753003,75.70034740374173,revised
E0600069,Exeter,2020,50.740319126581426,£564.36,10.636301548274117,9.780652616898923,9.169711557523435,108.24457007304906,15.36%,9.149203114455341,73.73318134928437,revised
E0600026,Leicester,2012,35.229477244491086,£427.73,6.192646781919592,16.212631889341413,5.060771653263363,85.04666425627299,20.42%,6.600693312479785,67.70971247938492,revised
E0600054,Lambeth,2020,39.089067103722165,£493.21,9.314723824529475,12.051883232703053,7.926852661537223,104.30020388505696,18.37%,9.998574489768872,69.75067248630006,revised
E0600001,County Durham,2014,29.97484040585116,£451.19,9.66701143577424,11.6868798201706,7.6994280444787275,106.53646190103635,22.71%,8.315960416309874,72.33153258489764,revised
E0600020,Kingston upon Hull,2020,40.5082133194012,£539.39,9.054768012699347,11.378637714727754,8.16660990076977,99.7887627321894,18.20%,7.940949765891828,70.41633518455419,revised
E0600013,Liverpool,2019,44.15279515551146,£553.11,7.608017727720542,11.838831954064766,7.541445180812378,105.6981014375777,19.80%,7.182639502385819,71.64014561107791,revised
E0600035,Dudley,2018,45.30720659127199,£531.02,9.19936173067375,11.274459568279571,9.475444344922836,113.40826882902601,17.20%,7.568493989303553,72.23263472059509,revised
E0600038,Shropshire,2016,42.60136201065171,£502.47,10.004862144746562,12.214643370750478,9.023423051418764,107.86644278596569,13.58%,6.863041810989102,69.57855360561233,revised
E0600027,Lincoln,2019,41.46171715065445,£527.47,8.037748930642454,11.463855680207047,8.520570482104624,105.15317398729907,18.47%,8.476755921554332,70.70457146040428,revised
E0600028,Nottingham,2010,41.96018093623594,£460.86,8.844857425268714,12.588321993483385,7.376447490914653,93.63097095648901,19.04%,8.305440180355548,75.22322765580357,revised
E0600054,Lambeth,2011,32.974636471691014,£403.30,9.312913258992657,13.625336512013396,5.274639544317102,102.64075546164673,19.20%,8.301762062751731,67.89487550065222,revised
E0600055,Newham,2021,51.33090087880066,£569.07,10.165604090318089,11.009449070093376,9.81087040233184,117.86989363924108,18.62%,7.931252714131428,73.83114392564912,revised
E0600050,City of London,2020,63.69279566199501,£658.72,19.16839075901451,2.340146056730946,16.799160063006507,151.4681058936318,19.13%,14.144785973989784,87.1358209097312,revised
E0600067,"Bristol, City of",2012,37.55780016787921,£474.53,9.821612451874895,10.230069665120785,6.85422600946755,101.39246897166592,16.33%,7.9397567708964205,71.04647218973182,revised
E0600035,Dudley,2010,34.34944744703311,£431.30,9.930321794194224,11.699530112116667,6.750615397269984,98.88406581304302,19.50%,9.120529050732639,70.23747543879297,revised
E0600001,County Durham,2016,36.340968924139936,£493.38,11.27268579902903,10.776937233683732,8.754955892540211,106.97411360290782,21.94%,6.2240719144288965,73.34163993967938,revised
E0600028,Nottingham,2011,41.96860372193815,£472.80,8.415174098180433,10.258728475677813,6.924497295833816,93.66283444888809,20.74%,7.235193773592416,73.41442251609682,revised
E0600016,Stockport,2020,28.2108750505112,£491.24,7.256197513593371,16.46637130074748,4.785261003648833,101.2667748834481,19.99%,8.063486788315414,65.39597778598737,revised
E0600018,Bradford,2017,42.768037411065684,£527.10,7.6994527254821845,11.838319042533799,9.073781036078778,103.46086172823651,17.82%,7.740463270093754,73.81125855344575,revised
E0600051,Greenwich,2021,59.196994126984386,£576.07,9.818702368917284,11.57328698701874,9.102767005545305,116.3514541392514,15.37%,7.015162247291388,69.90304757185523,revised
E0600025,Derby,2012,36.78509739275836,£439.81,8.142048159987509,15.039395421831115,6.135616390039582,89.76753775182792,14.14%,8.57246278637953,67.33137390352171,revised
E0600046,Peterborough,2021,40.7017456641274,£545.45,9.46107924075248,12.919482602653577,8.2623117532067,110.35405628037077,16.20%,7.170672258949543,69.94113808749786,revised
E0600028,Nottingham,2012,39.95312394261226,£463.97,8.710786754063795,8.901985928123128,7.220257182682054,101.5648231574816,19.58%,6.690729714066138,73.26860444402224,revised
E0600035,Dudley,2013,42.35671643130731,£473.50,11.407935176308996,11.934960456549556,7.071530448175526,104.03498022188177,19.53%,7.417829999730361,72.52863583722178,revised
E0600029,North Northamptonshire,2014,52.600133969871,£497.27,11.252961522694102,11.542965156199998,7.4420203714018776,103.97398280601709,17.22%,8.43479414807366,71.95277865265075,revised
E0600019,Calderdale,2020,36.19550065014908,£517.91,7.879328963488273,12.013383634742011,7.6971697635883505,97.49122305850973,22.30%,7.973752588092393,71.67109037966667,revised
E0600045,Norwich,2021,53.167059623197666,£582.41,9.40884280306934,9.242012489470593,8.901300052212793,119.93708467236145,14.91%,6.863406245536256,71.03089542073187,revised
E0600005,Middlesbrough,2016,39.05117077830196,£476.88,8.280609168761506,13.533095305989889,6.298494374399348,101.65010608213488,19.17%,7.5505525315684,68.629722099418,revised
E0600007,North Tyneside,2015,35.005819853791714,£472.02,11.680784919019354,12.08172593638207,7.13241322031759,107.88969367723861,21.35%,9.3490950100947,68.69076147194355,revised
E0600071,Swindon,2011,32.493204950801115,£399.54,8.831749603135654,15.701221683399579,4.441595211649392,93.08915716877384,21.59%,6.826161053120904,67.07385480530223,revised
E0600041,Bedford,2010,38.68546064478799,£418.13,9.99383372023371,12.975535078536554,5.150415146927477,97.27043937874608,16.67%,9.09702004013996,66.75491174779422,revised
E0600027,Lincoln,2010,30.57779754771643,£422.28,8.75688998696789,13.666896366909564,6.190482289479728,98.79166004613359,19.27%,8.32087245950028,68.96035193613102,revised
E0600009,Blackburn with Darwen,2016,47.26776566685282,£521.24,11.996369308679652,10.391697449214782,8.846170625270197,115.94926478365502,17.71%,7.956305809179343,75.56487122624449,revised
E0600050,City of London,2019,77.81798297174736,£653.69,19.185654278622806,2.857620412487677,15.701514054543681,152.87963447330537,21.58%,12.931131456249583,86.47789202681345,revised
E0600016,Stockport,2017,29.486682138552712,£441.08,6.90949773322896,15.333357773576026,4.237340515132568,88.29401992741197,20.70%,6.750930163323771,64.6971002566156,revised
E0600051,Greenwich,2012,43.348613136205294,£445.17,8.08694955722455,11.898097389451335,6.164279500981436,99.4649712074283,16.04%,7.237416994792471,69.12560875666142,revised
E0600009,Blackburn with Darwen,2019,48.697030814316186,£579.88,11.06937457577493,9.304191020268677,10.715384257508006,118.35527956336463,16.95%,9.177096009046716,77.73990170931371,revised
